company_name,schedule_type,work_from_home,search_location,salary_rate,locations,min_yearly,max_yearly,state
Upwork,Contractor,True,United States,an hour,Remote,31200.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,52000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,145600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,83200.0,Remote
Upwork,Part-time,True,United States,an hour,Remote,52000.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,104000.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,41600.0,Remote
Upwork,Full-time,True,United States,an hour,Remote,31200.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,93600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,104000.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,124800.0,176800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,52000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,135200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,135200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,52000.0,Remote
Upwork,Full-time,True,United States,an hour,Remote,35360.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,37440.0,93600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,93600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,35360.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,35360.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,52000.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,52000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,31200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,52000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,72800.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,58240.0,66560.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,58240.0,66560.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,72800.0,114400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,72800.0,114400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,208000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,208000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,31200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,72800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,62400.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,93600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,166400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,24960.0,52000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,35360.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,124800.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,83200.0,156000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,20800.0,104000.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,31200.0,62400.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,35360.0,41600.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0,Remote
Upwork,Contractor,True,United States,an hour,Remote,41600.0,83200.0,Remote
Mentor Talent Acquisition,Full-time,True,United States,a year,Remote,90000.0,120000.0,Remote
Mentor Talent Acquisition,Full-time,True,United States,a year,Remote,90000.0,120000.0,Remote
eTeam,Contractor,True,United States,an hour,Remote,104000.0,118560.0,Remote
Confidential Jobs,Full-time,True,United States,a year,Remote,75000.0,88000.0,Remote
Insight Global,Full-time,False,United States,a year,Unknown,100000.0,120000.0,Unknown
Vertex Solutions Inc.,Full-time,True,United States,a year,Remote,110000.0,115000.0,Remote
Octave,Full-time,True,United States,a year,Remote,150000.0,200000.0,Remote
Octave,Full-time,True,United States,a year,Remote,150000.0,200000.0,Remote
Insight Global,Contractor,True,United States,an hour,Remote,99840.0,104000.0,Remote
Jade Skills,Full-time,False,United States,a year,Unknown,80000.0,120000.0,Unknown
EPITEC,Full-time,True,United States,an hour,Remote,93600.0,114400.0,Remote
Lakarya,Contractor,True,United States,an hour,Remote,104000.0,114400.0,Remote
City of Boise,Full-time,False,United States,a year,Unknown,71000.0,77000.0,Unknown
Intellisoft Technologies,Full-time,True,United States,a year,Remote,120000.0,140000.0,Remote
Apex Systems,Contractor,True,United States,an hour,Remote,124800.0,135200.0,Remote
LHH,Full-time,True,United States,a year,Remote,65000.0,85000.0,Remote
Confidential Jobs,Full-time,True,United States,a year,Remote,75000.0,88000.0,Remote
Allied Benefit Systems,Full-time,True,United States,a year,Remote,100000.0,110000.0,Remote
Project Kitty Hawk,Full-time,True,United States,a year,Remote,100000.0,120000.0,Remote
Colaberry,Full-time,True,United States,a year,Remote,100000.0,130000.0,Remote
"Albano Systems, Inc.",Contractor,True,United States,an hour,Remote,114400.0,120640.0,Remote
Lionbridge,Full-time,True,United States,a year,Remote,60000.0,70000.0,Remote
Lionbridge,Full-time,True,United States,a year,Remote,60000.0,70000.0,Remote
Blackstone Talent Group,Full-time,False,United States,a year,Unknown,100000.0,160000.0,Unknown
ProFocus Technology,Part-time,True,United States,a year,Remote,125000.0,135000.0,Remote
ProFocus Technology,Part-time,True,United States,a year,Remote,125000.0,135000.0,Remote
Opinion Dynamics,Full-time,True,United States,a year,Remote,160000.0,200000.0,Remote
Atlas,Contractor,True,United States,an hour,Remote,72800.0,83200.0,Remote
OpTech,Contractor,True,United States,an hour,Remote,104000.0,114400.0,Remote
Insight Global,Full-time,True,United States,an hour,Remote,104000.0,124800.0,Remote
Mainz Brady Group,Contractor,True,United States,an hour,Remote,114400.0,124800.0,Remote
Robert Half,Contractor,True,United States,an hour,Remote,114400.0,145600.0,Remote
Burtch Works,Contractor,True,United States,an hour,Remote,124800.0,145600.0,Remote
Guru,Full-time,True,United States,a year,Remote,172000.0,233000.0,Remote
Guru,Full-time,True,United States,a year,Remote,172000.0,233000.0,Remote
Facebook,Part-time,True,United States,an hour,Remote,35360.0,45760.0,Remote
Talent Citizen,Part-time,True,United States,an hour,Remote,41600.0,45760.0,Remote
Talent Citizen,Part-time,True,United States,an hour,Remote,41600.0,45760.0,Remote
VanderHouwen,Full-time,True,United States,an hour,Remote,145600.0,166400.0,Remote
orangepeople,Contractor,True,United States,an hour,Remote,162240.0,170560.0,Remote
NHN Global,Full-time,False,United States,a year,Unknown,54000.0,69000.0,Unknown
Scott+Scott,Full-time,True,United States,a year,Remote,95000.0,120000.0,Remote
ProFocus Technology,Part-time,True,United States,a year,Remote,125000.0,135000.0,Remote
"Akraya, Inc.",Contractor,True,United States,an hour,Remote,72800.0,79040.0,Remote
Altum Solutions,Part-time,True,United States,an hour,Remote,72800.0,83200.0,Remote
Altum Solutions,Part-time,True,United States,an hour,Remote,72800.0,83200.0,Remote
Russell Tobin,Contractor,True,United States,an hour,Remote,93600.0,114400.0,Remote
LeadStack Inc.,Contractor,True,United States,an hour,Remote,145600.0,166400.0,Remote
Blu Omega,Full-time,True,United States,a year,Remote,70000.0,75000.0,Remote
AUX Partners,Full-time,False,United States,a year,Unknown,80000.0,90000.0,Unknown
Packsize,Full-time,True,United States,a year,Remote,87000.0,101000.0,Remote
The Phoenix Group,Full-time,True,United States,a year,Remote,90000.0,115000.0,Remote
Mentor Talent Acquisition,Full-time,True,United States,a year,Remote,90000.0,120000.0,Remote
Mentor Talent Acquisition,Full-time,True,United States,a year,Remote,90000.0,120000.0,Remote
Engage Partners Inc.,Full-time,False,United States,a year,Unknown,100000.0,118000.0,Unknown
TEEMA,Full-time,True,United States,a year,Remote,140000.0,160000.0,Remote
Brooksource,Contractor,True,United States,an hour,Remote,135200.0,145600.0,Remote
US Tech Solutions,Contractor,True,United States,an hour,Remote,166400.0,176800.0,Remote
Madison Energy Investments,Full-time,False,United States,a year,Unknown,75000.0,90000.0,Unknown
Premier Inc.,Full-time,True,United States,a year,Remote,80000.0,90000.0,Remote
Mentor Talent Acquisition,Full-time,True,United States,a year,Remote,90000.0,120000.0,Remote
Global Accounting Network,Full-time,True,United States,a year,Remote,130000.0,140000.0,Remote
Find Great People | FGP,Full-time,True,United States,an hour,Remote,56160.0,64480.0,Remote
BayOne Solutions,Contractor,True,United States,an hour,Remote,83200.0,110240.0,Remote
BayOne Solutions,Contractor,True,United States,an hour,Remote,89440.0,110240.0,Remote
BayOne Solutions,Contractor,True,United States,an hour,Remote,89440.0,110240.0,Remote
Simplex.,Full-time,True,United States,a year,Remote,70000.0,85000.0,Remote
RAZOR,Full-time,True,United States,a year,Remote,75000.0,90000.0,Remote
RAZOR,Full-time,True,United States,a year,Remote,75000.0,90000.0,Remote
Mentor Talent Acquisition,Full-time,True,United States,a year,Remote,90000.0,120000.0,Remote
Mentor Talent Acquisition,Full-time,True,United States,a year,Remote,90000.0,120000.0,Remote
Mentor Talent Acquisition,Full-time,True,United States,a year,Remote,90000.0,120000.0,Remote
Mentor Talent Acquisition,Full-time,True,United States,a year,Remote,90000.0,120000.0,Remote
"Vista Global Solutions, LLC",Full-time,True,United States,a year,Remote,100000.0,110000.0,Remote
"Vista Global Solutions, LLC",Full-time,True,United States,a year,Remote,100000.0,110000.0,Remote
The Bolton Group,Full-time,False,United States,a year,Unknown,85000.0,99999.0,Unknown
Mercury Insurance,Full-time,False,United States,an hour,Unknown,87360.0,164320.0,Unknown
Compact Membrane Systems,Full-time,False,United States,a year,Unknown,65000.0,85000.0,Unknown
Engage Partners Inc.,Full-time,False,United States,a year,Unknown,100000.0,118000.0,Unknown
Engage Partners Inc.,Full-time,False,United States,a year,Unknown,100000.0,118000.0,Unknown
GR4,Full-time,True,United States,a year,Remote,150000.0,220000.0,Remote
Motion Recruitment,Contractor,True,United States,an hour,Remote,156000.0,176800.0,Remote
EDWARD JONES,Full-time,False,United States,an hour,"  Eugene, MO   ",49795.200000000004,83075.2,MO
Silver Star Construction Co,Full-time,False,United States,an hour,"  California, MO   ",38126.399999999994,58656.0,MO
Scotiabank,Full-time,False,United States,an hour,"  California, MO   ",38126.399999999994,58656.0,MO
Maximus,Full-time,False,United States,an hour,"  Topeka, KS   ",38396.8,56014.4,KS
Maximus,Full-time,False,United States,an hour,"  Fort Smith, AR   ",38396.8,56014.4,AR
Maximus,Full-time,False,United States,an hour,"  Norman, OK   ",40664.0,43825.6,OK
Erands,Full-time,False,United States,an hour,"  California, MO   ",40955.200000000004,76440.0,MO
Scotiabank,Full-time,False,United States,an hour,"  California, MO   ",49795.200000000004,83075.2,MO
Scotiabank,Full-time,False,United States,an hour,"  California, MO   ",49795.200000000004,83075.2,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Kansas State University,Full-time,True,United States,an hour,Remote,38396.8,56014.4,Remote
EDWARD JONES,Full-time,False,United States,an hour,"  Bates City, MO   ",40601.6,64667.2,MO
EDWARD JONES,Full-time,False,United States,an hour,"  Strafford, MO   ",47112.0,78187.20000000001,MO
Maximus,Full-time,False,United States,an hour,"  Broken Arrow, OK   ",37772.799999999996,44324.799999999996,OK
Maximus,Full-time,False,United States,an hour,"  Wichita, KS   ",38396.8,56014.4,KS
Maximus,Full-time,False,United States,an hour,"  Wichita, KS   ",38396.8,56014.4,KS
Maximus,Full-time,False,United States,an hour,"  Wichita, KS   ",38396.8,56014.4,KS
Maximus,Full-time,False,United States,an hour,"  Pittsburg, KS   ",38396.8,56014.4,KS
Maximus,Full-time,False,United States,an hour,"  Pittsburg, KS   ",38396.8,56014.4,KS
Maximus,Full-time,False,United States,an hour,"  Norman, OK   ",40664.0,43825.6,OK
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Saint Louis County Clerks Office,Full-time,False,United States,an hour,"  Jefferson City, MO   ",38126.399999999994,58656.0,MO
Maximus,Full-time,False,United States,an hour,"  Broken Arrow, OK   ",37772.799999999996,44324.799999999996,OK
RingCentral,Full-time,False,United States,an hour,"  California, MO   ",38126.399999999994,58656.0,MO
Erands,Full-time,False,United States,an hour,"  California, MO   ",40955.200000000004,76440.0,MO
Scotiabank,Full-time,False,United States,an hour,"  California, MO   ",38126.399999999994,58656.0,MO
Oklahoma City,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",78540.79999999999,120016.0,OK
Airbnb,Full-time,False,United States,a year,Unknown,165000.0,208000.0,Unknown
GWI,Full-time,False,United States,a year,Unknown,110000.0,185000.0,Unknown
Bixal,Full-time,False,United States,a year,Unknown,115000.0,180000.0,Unknown
Redbock,Contractor,False,United States,an hour,Unknown,124800.0,151840.0,Unknown
Wellth,Full-time,False,United States,a year,Unknown,110000.0,140000.0,Unknown
Client of ApTask,Full-time,False,United States,a year,Unknown,140000.0,160000.0,Unknown
Angi,Full-time,False,United States,a year,Unknown,75000.0,100000.0,Unknown
"Redaptive, Inc.",Full-time,False,United States,a year,Unknown,45360.0,84240.0,Unknown
Govini,Full-time,False,United States,a year,Unknown,92350.0,130000.0,Unknown
"PSI Proteam Solutions Inc,",Contractor,False,United States,an hour,Unknown,41600.0,52000.0,Unknown
CB Insights,Full-time,False,United States,a year,"  Wichita, KS   ",52000.0,66000.0,KS
Databricks,Full-time,False,United States,a year,Unknown,140000.0,247000.0,Unknown
Databricks,Full-time,False,United States,a year,Unknown,140000.0,247000.0,Unknown
REQUESTTECHNOLOGY.COM,Full-time,False,United States,a year,Unknown,130000.0,140000.0,Unknown
Contentsquare,Full-time,False,United States,a year,Unknown,48000.0,67000.0,Unknown
Stripe,Full-time,False,United States,a year,Unknown,92350.0,130000.0,Unknown
Stripe,Full-time,False,United States,a year,Unknown,92350.0,130000.0,Unknown
Shoreline Aviation,Full-time,False,United States,an hour,"  Nevada, MO   ",62400.0,93600.0,MO
CareCentrix,Full-time,False,United States,a year,Unknown,55000.0,67000.0,Unknown
"Udacity, Inc.",Part-time,False,United States,a year,Unknown,65000.0,136000.0,Unknown
Walmart,Full-time,False,United States,a year,"  Bentonville, AR   ",84000.0,144000.0,AR
BOK Financial Corporation,Full-time,False,United States,a year,"  Tulsa, OK   ",100000.0,150000.0,OK
The Williams Companies,Full-time,False,United States,a year,"  Tulsa, OK   ",100000.0,150000.0,OK
NielsenIQ,Full-time,False,United States,a year,"  Springdale, AR   ",120000.0,145000.0,AR
Toast,Full-time,False,United States,a year,Unknown,142000.0,227000.0,Unknown
Moda Health,Full-time,False,United States,a year,Unknown,71448.0,81995.53,Unknown
Oracle Corporation,Full-time,False,United States,a year,"  Kansas City, MO   ",100000.0,150000.0,MO
Get It Recruit - Information Technology,Full-time,True,United States,a year,Remote,48000.0,114000.0,Remote
Cox Communications,Full-time,False,United States,a year,"  Oklahoma City, OK   ",80000.0,100000.0,OK
"Ryder System, Inc",Full-time,False,United States,a year,"  Topeka, KS   ",80000.0,100000.0,KS
T-Mobile,Full-time,False,United States,a year,"  Overland Park, KS   ",87000.0,118000.0,KS
Cherokee Nation Businesses,Full-time,False,United States,a year,"  Tulsa, OK   ",50000.0,100000.0,OK
"Ryder System, Inc",Full-time,False,United States,a year,"  Oklahoma City, OK   ",100000.0,150000.0,OK
Volt,Full-time,False,United States,an hour,"  Wichita, KS   ",72800.0,76960.0,KS
Aquent Talent,Full-time,False,United States,an hour,Unknown,101920.0,112320.0,Unknown
Excellence Community Schools,Full-time,False,United States,a year,Unknown,65000.0,136000.0,Unknown
UMB Bank,Full-time,False,United States,a year,"  Kansas City, MO   ",80000.0,150000.0,MO
Aquent Talent,Full-time,False,United States,an hour,Unknown,84926.4,94369.59999999999,Unknown
Genex Services,Full-time,False,United States,a year,Unknown,62310.0,85000.0,Unknown
Crunchyroll Inc.,Full-time,False,United States,a year,Unknown,105320.0,131650.0,Unknown
"Ryder System, Inc",Full-time,False,United States,a year,"  Jefferson City, MO   ",80000.0,150000.0,MO
Centene Corp,Full-time,False,United States,a year,"  Kansas, OK   ",100000.0,150000.0,OK
Centene Corp,Full-time,False,United States,a year,"  Kansas, OK   ",100000.0,150000.0,OK
GEHA,Full-time,False,United States,a year,"  Lee's Summit, MO   ",100000.0,150000.0,MO
GEHA,Full-time,False,United States,a year,"  Lee's Summit, MO   ",100000.0,200000.0,MO
PSCU,Full-time,False,United States,a year,Unknown,61700.0,105000.0,Unknown
UnitedHealth Group,Full-time,False,United States,a year,"  Overland Park, KS   ",67800.0,133000.0,KS
Redox,Full-time,False,United States,a year,Unknown,110000.0,185000.0,Unknown
City of New York,Full-time,False,United States,a year,"  Manhattan, KS   ",58700.0,110000.0,KS
Ursus,Contractor,True,United States,an hour,Remote,52000.0,63148.8,Remote
Boeing,Full-time,False,United States,a year,Unknown,79050.0,106950.0,Unknown
Flexport,Full-time,False,United States,a year,Unknown,182250.0,222750.0,Unknown
Issuu,Full-time,False,United States,a year,Unknown,48000.0,78000.0,Unknown
Walmart,Full-time,False,United States,a year,"  Bentonville, AR   ",80000.0,100000.0,AR
Mindlance,Full-time,True,United States,an hour,Remote,216320.0,224640.0,Remote
DISQO,Full-time,True,United States,a year,Remote,70000.0,105000.0,Remote
Walmart,Full-time,False,United States,a year,"  Bentonville, AR   ",100000.0,150000.0,AR
Walmart,Full-time,False,United States,a year,"  Bentonville, AR   ",100000.0,150000.0,AR
Walmart,Full-time,False,United States,a year,"  Bentonville, AR   ",100000.0,150000.0,AR
ICONMA,Contractor,True,United States,an hour,Remote,58676.8,64584.0,Remote
ICONMA,Contractor,True,United States,an hour,Remote,95929.59999999999,100900.79999999999,Remote
Hennepin County,Full-time,True,United States,a year,Remote,63283.8,100324.83,Remote
Cox Communications,Full-time,False,United States,a year,"  Wichita, KS   ",80000.0,100000.0,KS
Cox Communications,Full-time,False,United States,a year,"  Tulsa, OK   ",80000.0,100000.0,OK
Cox Communications,Full-time,False,United States,a year,"  Oklahoma City, OK   ",80000.0,100000.0,OK
Tallgrass Energy,Full-time,False,United States,a year,"  Leawood, KS   ",100000.0,150000.0,KS
Bosch Group,Full-time,False,United States,a year,Unknown,92350.0,130000.0,Unknown
Bosch Group,Full-time,False,United States,a year,Unknown,92350.0,130000.0,Unknown
Flexport,Full-time,False,United States,a year,Unknown,167310.0,185900.0,Unknown
Jobot,Full-time,False,United States,a year,"  Tulsa, OK   ",70000.0,80000.0,OK
"Acadia Technologies, Inc.",Full-time,False,United States,a year,Unknown,60000.0,80000.0,Unknown
ApTask,Full-time,False,United States,a year,"  Wichita, KS   ",80000.0,100000.0,KS
ApTask,Full-time,True,United States,a year,Remote,80000.0,100000.0,Remote
ApTask,Full-time,False,United States,a year,"  Wichita, KS   ",80000.0,100000.0,KS
Jobot,Full-time,False,United States,a year,"  Broken Arrow, OK   ",55000.0,70000.0,OK
Jobot,Full-time,False,United States,a year,"  Broken Arrow, OK   ",55000.0,70000.0,OK
Jobot,Full-time,False,United States,a year,"  Broken Arrow, OK   ",55000.0,70000.0,OK
Jobot,Full-time,False,United States,a year,"  Tulsa, OK   ",70000.0,80000.0,OK
Jobot,Full-time,False,United States,a year,"  Tulsa, OK   ",70000.0,80000.0,OK
Jobot,Full-time,False,United States,a year,"  Tulsa, OK   ",70000.0,80000.0,OK
Jobot,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",72800.0,83200.0,OK
Global Network Technologies,Full-time,False,United States,an hour,"  Eastborough, KS   ",66560.0,70720.0,KS
4 SERV SOLUTIONS INC,Full-time,True,United States,an hour,Remote,93600.0,104000.0,Remote
Allness inc,Full-time,False,United States,an hour,Unknown,99840.0,108160.0,Unknown
TekWissen Group,Full-time,False,United States,an hour,"  Oklahoma City, OK   ",106080.0,135200.0,OK
Tech Sai systems,Full-time,False,United States,an hour,Unknown,114400.0,156000.0,Unknown
Volto USA,Full-time,False,United States,an hour,Unknown,47840.0,56160.0,Unknown
